"label","penn_element_name","parameter","value","rt","person","condition","type","trial_n","reading_time","itemnum","subject"
"filler","DashedSentence","18","firefighters.","3243","Hande","r_branch","filler","11","668","1081","S[1]"
"filler","DashedSentence","17","assist","3243","Hande","r_branch","filler","11","264","1081","S[1]"
"filler","DashedSentence","16","that","3243","Hande","r_branch","filler","11","253","1081","S[1]"
"filler","DashedSentence","15","animals","3243","Hande","r_branch","filler","11","247","1081","S[1]"
"filler","DashedSentence","14","rescuing","3243","Hande","r_branch","filler","11","270","1081","S[1]"
"filler","DashedSentence","13","in","3243","Hande","r_branch","filler","11","269","1081","S[1]"
"filler","DashedSentence","12","specializes","3243","Hande","r_branch","filler","11","403","1081","S[1]"
"filler","DashedSentence","11","who","3243","Hande","r_branch","filler","11","290","1081","S[1]"
"filler","DashedSentence","10","handler","3243","Hande","r_branch","filler","11","205","1081","S[1]"
"filler","DashedSentence","9","a","3243","Hande","r_branch","filler","11","263","1081","S[1]"
"filler","DashedSentence","8","by","3243","Hande","r_branch","filler","11","317","1081","S[1]"
"filler","DashedSentence","7","trained","3243","Hande","r_branch","filler","11","319","1081","S[1]"
"filler","DashedSentence","6","was","3243","Hande","r_branch","filler","11","305","1081","S[1]"
"filler","DashedSentence","5","that","3243","Hande","r_branch","filler","11","196","1081","S[1]"
"filler","DashedSentence","4","dog","3243","Hande","r_branch","filler","11","525","1081","S[1]"
"filler","DashedSentence","3","a","3243","Hande","r_branch","filler","11","292","1081","S[1]"
"filler","DashedSentence","2","adopted","3243","Hande","r_branch","filler","11","347","1081","S[1]"
"filler","DashedSentence","1","We","3243","Hande","r_branch","filler","11","410","1081","S[1]"
"filler","grade","Choice","6","3243","Hande","r_branch","filler","11","NULL","1081","S[1]"
"filler","DashedSentence","19","couches.","3855","Will","r_branch","filler","13","562","1028","S[1]"
"filler","DashedSentence","18","massive","3855","Will","r_branch","filler","13","334","1028","S[1]"
"filler","DashedSentence","17","three","3855","Will","r_branch","filler","13","332","1028","S[1]"
"filler","DashedSentence","16","least","3855","Will","r_branch","filler","13","319","1028","S[1]"
"filler","DashedSentence","15","at","3855","Will","r_branch","filler","13","346","1028","S[1]"
"filler","DashedSentence","14","needed","3855","Will","r_branch","filler","13","763","1028","S[1]"
"filler","DashedSentence","13","furnish%2C","3855","Will","r_branch","filler","13","283","1028","S[1]"
"filler","DashedSentence","12","to","3855","Will","r_branch","filler","13","323","1028","S[1]"
"filler","DashedSentence","11","hired","3855","Will","r_branch","filler","13","254","1028","S[1]"
"filler","DashedSentence","10","been","3855","Will","r_branch","filler","13","318","1028","S[1]"
"filler","DashedSentence","9","had","3855","Will","r_branch","filler","13","286","1028","S[1]"
"filler","DashedSentence","8","they","3855","Will","r_branch","filler","13","217","1028","S[1]"
"filler","DashedSentence","7","which","3855","Will","r_branch","filler","13","691","1028","S[1]"
"filler","DashedSentence","6","room%2C","3855","Will","r_branch","filler","13","303","1028","S[1]"
"filler","DashedSentence","5","the","3855","Will","r_branch","filler","13","369","1028","S[1]"
"filler","DashedSentence","4","thought","3855","Will","r_branch","filler","13","256","1028","S[1]"
"filler","DashedSentence","3","designer","3855","Will","r_branch","filler","13","286","1028","S[1]"
"filler","DashedSentence","2","interior","3855","Will","r_branch","filler","13","190","1028","S[1]"
"filler","DashedSentence","1","The","3855","Will","r_branch","filler","13","291","1028","S[1]"
"filler","grade","Choice","4","3855","Will","r_branch","filler","13","NULL","1028","S[1]"
"filler","DashedSentence","14","published.","1682","Carmen","island","filler","14","493","1011","S[1]"
"filler","DashedSentence","13","was","1682","Carmen","island","filler","14","276","1011","S[1]"
"filler","DashedSentence","12","read","1682","Carmen","island","filler","14","253","1011","S[1]"
"filler","DashedSentence","11","to","1682","Carmen","island","filler","14","335","1011","S[1]"
"filler","DashedSentence","10","wanted","1682","Carmen","island","filler","14","257","1011","S[1]"
"filler","DashedSentence","9","he","1682","Carmen","island","filler","14","532","1011","S[1]"
"filler","DashedSentence","8","classmate%2C","1682","Carmen","island","filler","14","369","1011","S[1]"
"filler","DashedSentence","7","his","1682","Carmen","island","filler","14","221","1011","S[1]"
"filler","DashedSentence","6","by","1682","Carmen","island","filler","14","729","1011","S[1]"
"filler","DashedSentence","5","sent%2C","1682","Carmen","island","filler","14","358","1011","S[1]"
"filler","DashedSentence","4","paper","1682","Carmen","island","filler","14","279","1011","S[1]"
"filler","DashedSentence","3","which","1682","Carmen","island","filler","14","257","1011","S[1]"
"filler","DashedSentence","2","forgot","1682","Carmen","island","filler","14","264","1011","S[1]"
"filler","DashedSentence","1","Paul","1682","Carmen","island","filler","14","308","1011","S[1]"
"filler","grade","Choice","2","1682","Carmen","island","filler","14","NULL","1011","S[1]"
"filler","DashedSentence","14","talk.","1875","Will","island","filler","16","544","1016","S[1]"
"filler","DashedSentence","13","the","1875","Will","island","filler","16","301","1016","S[1]"
"filler","DashedSentence","12","gave","1875","Will","island","filler","16","316","1016","S[1]"
"filler","DashedSentence","11","wrote","1875","Will","island","filler","16","359","1016","S[1]"
"filler","DashedSentence","10","who","1875","Will","island","filler","16","328","1016","S[1]"
"filler","DashedSentence","9","author","1875","Will","island","filler","16","319","1016","S[1]"
"filler","DashedSentence","8","the","1875","Will","island","filler","16","325","1016","S[1]"
"filler","DashedSentence","7","book","1875","Will","island","filler","16","247","1016","S[1]"
"filler","DashedSentence","6","what","1875","Will","island","filler","16","249","1016","S[1]"
"filler","DashedSentence","5","idea","1875","Will","island","filler","16","236","1016","S[1]"
"filler","DashedSentence","4","no","1875","Will","island","filler","16","256","1016","S[1]"
"filler","DashedSentence","3","had","1875","Will","island","filler","16","365","1016","S[1]"
"filler","DashedSentence","2","scientist","1875","Will","island","filler","16","291","1016","S[1]"
"filler","DashedSentence","1","The","1875","Will","island","filler","16","379","1016","S[1]"
"filler","grade","Choice","1","1875","Will","island","filler","16","NULL","1016","S[1]"
"filler","DashedSentence","16","shreds.","2974","Tessa","1_embed","filler","17","398","1051","S[1]"
"filler","DashedSentence","15","to","2974","Tessa","1_embed","filler","17","313","1051","S[1]"
"filler","DashedSentence","14","ripped","2974","Tessa","1_embed","filler","17","361","1051","S[1]"
"filler","DashedSentence","13","was","2974","Tessa","1_embed","filler","17","369","1051","S[1]"
"filler","DashedSentence","12","opinions","2974","Tessa","1_embed","filler","17","313","1051","S[1]"
"filler","DashedSentence","11","and","2974","Tessa","1_embed","filler","17","614","1051","S[1]"
"filler","DashedSentence","10","discoveries","2974","Tessa","1_embed","filler","17","373","1051","S[1]"
"filler","DashedSentence","9","scientific","2974","Tessa","1_embed","filler","17","273","1051","S[1]"
"filler","DashedSentence","8","reports","2974","Tessa","1_embed","filler","17","315","1051","S[1]"
"filler","DashedSentence","7","which","2974","Tessa","1_embed","filler","17","414","1051","S[1]"
"filler","DashedSentence","6","newspaper","2974","Tessa","1_embed","filler","17","271","1051","S[1]"
"filler","DashedSentence","5","the","2974","Tessa","1_embed","filler","17","297","1051","S[1]"
"filler","DashedSentence","4","of","2974","Tessa","1_embed","filler","17","629","1051","S[1]"
"filler","DashedSentence","3","page","2974","Tessa","1_embed","filler","17","393","1051","S[1]"
"filler","DashedSentence","2","front","2974","Tessa","1_embed","filler","17","249","1051","S[1]"
"filler","DashedSentence","1","The","2974","Tessa","1_embed","filler","17","367","1051","S[1]"
"filler","grade","Choice","6","2974","Tessa","1_embed","filler","17","NULL","1051","S[1]"
"filler","DashedSentence","21","yesterday.","1748","Tessa","1_embed","filler","19","304","1048","S[1]"
"filler","DashedSentence","20","time","1748","Tessa","1_embed","filler","19","257","1048","S[1]"
"filler","DashedSentence","19","last","1748","Tessa","1_embed","filler","19","260","1048","S[1]"
"filler","DashedSentence","18","the","1748","Tessa","1_embed","filler","19","264","1048","S[1]"
"filler","DashedSentence","17","for","1748","Tessa","1_embed","filler","19","375","1048","S[1]"
"filler","DashedSentence","16","house%2C","1748","Tessa","1_embed","filler","19","348","1048","S[1]"
"filler","DashedSentence","15","his","1748","Tessa","1_embed","filler","19","253","1048","S[1]"
"filler","DashedSentence","14","of","1748","Tessa","1_embed","filler","19","309","1048","S[1]"
"filler","DashedSentence","13","out","1748","Tessa","1_embed","filler","19","338","1048","S[1]"
"filler","DashedSentence","12","walked","1748","Tessa","1_embed","filler","19","347","1048","S[1]"
"filler","DashedSentence","11","years","1748","Tessa","1_embed","filler","19","391","1048","S[1]"
"filler","DashedSentence","10","thirty","1748","Tessa","1_embed","filler","19","310","1048","S[1]"
"filler","DashedSentence","9","for","1748","Tessa","1_embed","filler","19","272","1048","S[1]"
"filler","DashedSentence","8","who","1748","Tessa","1_embed","filler","19","412","1048","S[1]"
"filler","DashedSentence","7","millionaire%2C","1748","Tessa","1_embed","filler","19","296","1048","S[1]"
"filler","DashedSentence","6","the","1748","Tessa","1_embed","filler","19","282","1048","S[1]"
"filler","DashedSentence","5","for","1748","Tessa","1_embed","filler","19","262","1048","S[1]"
"filler","DashedSentence","4","worked","1748","Tessa","1_embed","filler","19","279","1048","S[1]"
"filler","DashedSentence","3","who","1748","Tessa","1_embed","filler","19","390","1048","S[1]"
"filler","DashedSentence","2","butler","1748","Tessa","1_embed","filler","19","282","1048","S[1]"
"filler","DashedSentence","1","The","1748","Tessa","1_embed","filler","19","254","1048","S[1]"
"filler","grade","Choice","1","1748","Tessa","1_embed","filler","19","NULL","1048","S[1]"
"filler","DashedSentence","15","once","2541","Jackson","1_embed","filler","20","34","1093","S[1]"
"filler","DashedSentence","14","for","2541","Jackson","1_embed","filler","20","34","1093","S[1]"
"filler","DashedSentence","13","groceries","2541","Jackson","1_embed","filler","20","522","1093","S[1]"
"filler","DashedSentence","12","sell","2541","Jackson","1_embed","filler","20","356","1093","S[1]"
"filler","DashedSentence","11","to","2541","Jackson","1_embed","filler","20","366","1093","S[1]"
"filler","DashedSentence","10","tried","2541","Jackson","1_embed","filler","20","276","1093","S[1]"
"filler","DashedSentence","9","than","2541","Jackson","1_embed","filler","20","342","1093","S[1]"
"filler","DashedSentence","8","other","2541","Jackson","1_embed","filler","20","343","1093","S[1]"
"filler","DashedSentence","7","nothing","2541","Jackson","1_embed","filler","20","412","1093","S[1]"
"filler","DashedSentence","6","stocked","2541","Jackson","1_embed","filler","20","370","1093","S[1]"
"filler","DashedSentence","5","who","2541","Jackson","1_embed","filler","20","410","1093","S[1]"
"filler","DashedSentence","4","who","2541","Jackson","1_embed","filler","20","293","1093","S[1]"
"filler","DashedSentence","3","storekeeper","2541","Jackson","1_embed","filler","20","345","1093","S[1]"
"filler","DashedSentence","2","the","2541","Jackson","1_embed","filler","20","414","1093","S[1]"
"filler","DashedSentence","1","Colonge%2C","2541","Jackson","1_embed","filler","20","264","1093","S[1]"
"filler","grade","Choice","1","2541","Jackson","1_embed","filler","20","NULL","1093","S[1]"
"filler","DashedSentence","19","corner.","4449","Carmen","coordinate","filler","22","277","1013","S[1]"
"filler","DashedSentence","18","the","4449","Carmen","coordinate","filler","22","294","1013","S[1]"
"filler","DashedSentence","17","in","4449","Carmen","coordinate","filler","22","196","1013","S[1]"
"filler","DashedSentence","16","box","4449","Carmen","coordinate","filler","22","213","1013","S[1]"
"filler","DashedSentence","15","the","4449","Carmen","coordinate","filler","22","225","1013","S[1]"
"filler","DashedSentence","14","in","4449","Carmen","coordinate","filler","22","237","1013","S[1]"
"filler","DashedSentence","13","sitting","4449","Carmen","coordinate","filler","22","242","1013","S[1]"
"filler","DashedSentence","12","and","4449","Carmen","coordinate","filler","22","300","1013","S[1]"
"filler","DashedSentence","11","unopened","4449","Carmen","coordinate","filler","22","258","1013","S[1]"
"filler","DashedSentence","10","still","4449","Carmen","coordinate","filler","22","243","1013","S[1]"
"filler","DashedSentence","9","is","4449","Carmen","coordinate","filler","22","230","1013","S[1]"
"filler","DashedSentence","8","ago","4449","Carmen","coordinate","filler","22","241","1013","S[1]"
"filler","DashedSentence","7","months","4449","Carmen","coordinate","filler","22","311","1013","S[1]"
"filler","DashedSentence","6","three","4449","Carmen","coordinate","filler","22","249","1013","S[1]"
"filler","DashedSentence","5","bought","4449","Carmen","coordinate","filler","22","200","1013","S[1]"
"filler","DashedSentence","4","we","4449","Carmen","coordinate","filler","22","244","1013","S[1]"
"filler","DashedSentence","3","which","4449","Carmen","coordinate","filler","22","320","1013","S[1]"
"filler","DashedSentence","2","computer","4449","Carmen","coordinate","filler","22","234","1013","S[1]"
"filler","DashedSentence","1","The","4449","Carmen","coordinate","filler","22","286","1013","S[1]"
"filler","grade","Choice","4","4449","Carmen","coordinate","filler","22","NULL","1013","S[1]"
"filler","DashedSentence","16","sale.","2447","Tessa","r_branch","filler","23","185","1049","S[1]"
"filler","DashedSentence","15","bake","2447","Tessa","r_branch","filler","23","201","1049","S[1]"
"filler","DashedSentence","14","the","2447","Tessa","r_branch","filler","23","223","1049","S[1]"
"filler","DashedSentence","13","at","2447","Tessa","r_branch","filler","23","271","1049","S[1]"
"filler","DashedSentence","12","them","2447","Tessa","r_branch","filler","23","300","1049","S[1]"
"filler","DashedSentence","11","sold","2447","Tessa","r_branch","filler","23","237","1049","S[1]"
"filler","DashedSentence","10","painted","2447","Tessa","r_branch","filler","23","214","1049","S[1]"
"filler","DashedSentence","9","look","2447","Tessa","r_branch","filler","23","244","1049","S[1]"
"filler","DashedSentence","8","which","2447","Tessa","r_branch","filler","23","316","1049","S[1]"
"filler","DashedSentence","7","cakes","2447","Tessa","r_branch","filler","23","409","1049","S[1]"
"filler","DashedSentence","6","bake","2447","Tessa","r_branch","filler","23","251","1049","S[1]"
"filler","DashedSentence","5","to","2447","Tessa","r_branch","filler","23","212","1049","S[1]"
"filler","DashedSentence","4","likes","2447","Tessa","r_branch","filler","23","201","1049","S[1]"
"filler","DashedSentence","3","who","2447","Tessa","r_branch","filler","23","250","1049","S[1]"
"filler","DashedSentence","2","girl","2447","Tessa","r_branch","filler","23","206","1049","S[1]"
"filler","DashedSentence","1","The","2447","Tessa","r_branch","filler","23","268","1049","S[1]"
"filler","grade","Choice","1","2447","Tessa","r_branch","filler","23","NULL","1049","S[1]"
"filler","DashedSentence","16","popular.","2751","Danni","r_branch","filler","25","675","1066","S[1]"
"filler","DashedSentence","15","so","2751","Danni","r_branch","filler","25","279","1066","S[1]"
"filler","DashedSentence","14","was","2751","Danni","r_branch","filler","25","223","1066","S[1]"
"filler","DashedSentence","13","why","2751","Danni","r_branch","filler","25","220","1066","S[1]"
"filler","DashedSentence","12","about","2751","Danni","r_branch","filler","25","235","1066","S[1]"
"filler","DashedSentence","11","curious","2751","Danni","r_branch","filler","25","271","1066","S[1]"
"filler","DashedSentence","10","was","2751","Danni","r_branch","filler","25","232","1066","S[1]"
"filler","DashedSentence","9","everyone","2751","Danni","r_branch","filler","25","261","1066","S[1]"
"filler","DashedSentence","8","that","2751","Danni","r_branch","filler","25","193","1066","S[1]"
"filler","DashedSentence","7","magazine","2751","Danni","r_branch","filler","25","223","1066","S[1]"
"filler","DashedSentence","6","a","2751","Danni","r_branch","filler","25","264","1066","S[1]"
"filler","DashedSentence","5","and","2751","Danni","r_branch","filler","25","223","1066","S[1]"
"filler","DashedSentence","4","book","2751","Danni","r_branch","filler","25","222","1066","S[1]"
"filler","DashedSentence","3","a","2751","Danni","r_branch","filler","25","211","1066","S[1]"
"filler","DashedSentence","2","bought","2751","Danni","r_branch","filler","25","195","1066","S[1]"
"filler","DashedSentence","1","She","2751","Danni","r_branch","filler","25","241","1066","S[1]"
"filler","grade","Choice","2","2751","Danni","r_branch","filler","25","NULL","1066","S[1]"
"filler","DashedSentence","15","work","1957","Hande","1_embed","filler","26","468","1078","S[1]"
"filler","DashedSentence","14","her","1957","Hande","1_embed","filler","26","276","1078","S[1]"
"filler","DashedSentence","13","for","1957","Hande","1_embed","filler","26","273","1078","S[1]"
"filler","DashedSentence","12","recognition","1957","Hande","1_embed","filler","26","234","1078","S[1]"
"filler","DashedSentence","11","gained","1957","Hande","1_embed","filler","26","264","1078","S[1]"
"filler","DashedSentence","10","eventually","1957","Hande","1_embed","filler","26","321","1078","S[1]"
"filler","DashedSentence","9","styles","1957","Hande","1_embed","filler","26","250","1078","S[1]"
"filler","DashedSentence","8","new","1957","Hande","1_embed","filler","26","285","1078","S[1]"
"filler","DashedSentence","7","explore","1957","Hande","1_embed","filler","26","283","1078","S[1]"
"filler","DashedSentence","6","to","1957","Hande","1_embed","filler","26","255","1078","S[1]"
"filler","DashedSentence","5","herself","1957","Hande","1_embed","filler","26","231","1078","S[1]"
"filler","DashedSentence","4","pushed","1957","Hande","1_embed","filler","26","226","1078","S[1]"
"filler","DashedSentence","3","who","1957","Hande","1_embed","filler","26","225","1078","S[1]"
"filler","DashedSentence","2","artist","1957","Hande","1_embed","filler","26","183","1078","S[1]"
"filler","DashedSentence","1","The","1957","Hande","1_embed","filler","26","272","1078","S[1]"
"filler","grade","Choice","7","1957","Hande","1_embed","filler","26","NULL","1078","S[1]"
"filler","DashedSentence","17","winter.","1111","Matthew","r_branch","filler","28","1685","1031","S[1]"
"filler","DashedSentence","16","for","1111","Matthew","r_branch","filler","28","315","1031","S[1]"
"filler","DashedSentence","15","nuts","1111","Matthew","r_branch","filler","28","242","1031","S[1]"
"filler","DashedSentence","14","enough","1111","Matthew","r_branch","filler","28","214","1031","S[1]"
"filler","DashedSentence","13","find","1111","Matthew","r_branch","filler","28","305","1031","S[1]"
"filler","DashedSentence","12","and","1111","Matthew","r_branch","filler","28","228","1031","S[1]"
"filler","DashedSentence","11","up","1111","Matthew","r_branch","filler","28","203","1031","S[1]"
"filler","DashedSentence","10","hurry","1111","Matthew","r_branch","filler","28","248","1031","S[1]"
"filler","DashedSentence","9","to","1111","Matthew","r_branch","filler","28","354","1031","S[1]"
"filler","DashedSentence","8","squirrels","1111","Matthew","r_branch","filler","28","259","1031","S[1]"
"filler","DashedSentence","7","the","1111","Matthew","r_branch","filler","28","244","1031","S[1]"
"filler","DashedSentence","6","reminding","1111","Matthew","r_branch","filler","28","567","1031","S[1]"
"filler","DashedSentence","5","overnight%2C","1111","Matthew","r_branch","filler","28","215","1031","S[1]"
"filler","DashedSentence","4","yellow","1111","Matthew","r_branch","filler","28","263","1031","S[1]"
"filler","DashedSentence","3","turned","1111","Matthew","r_branch","filler","28","244","1031","S[1]"
"filler","DashedSentence","2","leaves","1111","Matthew","r_branch","filler","28","191","1031","S[1]"
"filler","DashedSentence","1","The","1111","Matthew","r_branch","filler","28","307","1031","S[1]"
"filler","grade","Choice","7","1111","Matthew","r_branch","filler","28","NULL","1031","S[1]"
"filler","DashedSentence","17","mountains.","1981","Carmen","1_embed","filler","29","246","1005","S[1]"
"filler","DashedSentence","16","the","1981","Carmen","1_embed","filler","29","309","1005","S[1]"
"filler","DashedSentence","15","in","1981","Carmen","1_embed","filler","29","431","1005","S[1]"
"filler","DashedSentence","14","trip%2C","1981","Carmen","1_embed","filler","29","226","1005","S[1]"
"filler","DashedSentence","13","hiking","1981","Carmen","1_embed","filler","29","265","1005","S[1]"
"filler","DashedSentence","12","a","1981","Carmen","1_embed","filler","29","239","1005","S[1]"
"filler","DashedSentence","11","planning","1981","Carmen","1_embed","filler","29","344","1005","S[1]"
"filler","DashedSentence","10","was","1981","Carmen","1_embed","filler","29","442","1005","S[1]"
"filler","DashedSentence","9","family%2C","1981","Carmen","1_embed","filler","29","191","1005","S[1]"
"filler","DashedSentence","8","the","1981","Carmen","1_embed","filler","29","234","1005","S[1]"
"filler","DashedSentence","7","by","1981","Carmen","1_embed","filler","29","327","1005","S[1]"
"filler","DashedSentence","6","well-trusted","1981","Carmen","1_embed","filler","29","270","1005","S[1]"
"filler","DashedSentence","5","is","1981","Carmen","1_embed","filler","29","345","1005","S[1]"
"filler","DashedSentence","4","who","1981","Carmen","1_embed","filler","29","370","1005","S[1]"
"filler","DashedSentence","3","kid","1981","Carmen","1_embed","filler","29","467","1005","S[1]"
"filler","DashedSentence","2","five-year-old","1981","Carmen","1_embed","filler","29","273","1005","S[1]"
"filler","DashedSentence","1","The","1981","Carmen","1_embed","filler","29","220","1005","S[1]"
"filler","grade","Choice","6","1981","Carmen","1_embed","filler","29","NULL","1005","S[1]"
"filler","DashedSentence","16","itself.","2798","Matthew","r_branch","filler","31","1177","1033","S[1]"
"filler","DashedSentence","15","boycotted","2798","Matthew","r_branch","filler","31","397","1033","S[1]"
"filler","DashedSentence","14","crew","2798","Matthew","r_branch","filler","31","323","1033","S[1]"
"filler","DashedSentence","13","acting","2798","Matthew","r_branch","filler","31","481","1033","S[1]"
"filler","DashedSentence","12","major","2798","Matthew","r_branch","filler","31","395","1033","S[1]"
"filler","DashedSentence","11","the","2798","Matthew","r_branch","filler","31","280","1033","S[1]"
"filler","DashedSentence","10","since","2798","Matthew","r_branch","filler","31","499","1033","S[1]"
"filler","DashedSentence","9","halted%2C","2798","Matthew","r_branch","filler","31","274","1033","S[1]"
"filler","DashedSentence","8","been","2798","Matthew","r_branch","filler","31","317","1033","S[1]"
"filler","DashedSentence","7","has","2798","Matthew","r_branch","filler","31","306","1033","S[1]"
"filler","DashedSentence","6","series","2798","Matthew","r_branch","filler","31","415","1033","S[1]"
"filler","DashedSentence","5","drama","2798","Matthew","r_branch","filler","31","216","1033","S[1]"
"filler","DashedSentence","4","the","2798","Matthew","r_branch","filler","31","273","1033","S[1]"
"filler","DashedSentence","3","of","2798","Matthew","r_branch","filler","31","530","1033","S[1]"
"filler","DashedSentence","2","production","2798","Matthew","r_branch","filler","31","221","1033","S[1]"
"filler","DashedSentence","1","The","2798","Matthew","r_branch","filler","31","279","1033","S[1]"
"filler","grade","Choice","6","2798","Matthew","r_branch","filler","31","NULL","1033","S[1]"
"filler","DashedSentence","22","jokes.","1922","Will","r_branch","filler","33","334","1029","S[1]"
"filler","DashedSentence","21","making","1922","Will","r_branch","filler","33","296","1029","S[1]"
"filler","DashedSentence","20","at","1922","Will","r_branch","filler","33","253","1029","S[1]"
"filler","DashedSentence","19","best","1922","Will","r_branch","filler","33","257","1029","S[1]"
"filler","DashedSentence","18","the","1922","Will","r_branch","filler","33","266","1029","S[1]"
"filler","DashedSentence","17","was","1922","Will","r_branch","filler","33","302","1029","S[1]"
"filler","DashedSentence","16","who","1922","Will","r_branch","filler","33","312","1029","S[1]"
"filler","DashedSentence","15","world","1922","Will","r_branch","filler","33","215","1029","S[1]"
"filler","DashedSentence","14","the","1922","Will","r_branch","filler","33","321","1029","S[1]"
"filler","DashedSentence","13","to","1922","Will","r_branch","filler","33","484","1029","S[1]"
"filler","DashedSentence","12","prove","1922","Will","r_branch","filler","33","325","1029","S[1]"
"filler","DashedSentence","11","would","1922","Will","r_branch","filler","33","348","1029","S[1]"
"filler","DashedSentence","10","that","1922","Will","r_branch","filler","33","325","1029","S[1]"
"filler","DashedSentence","9","tournament","1922","Will","r_branch","filler","33","274","1029","S[1]"
"filler","DashedSentence","8","the","1922","Will","r_branch","filler","33","337","1029","S[1]"
"filler","DashedSentence","7","in","1922","Will","r_branch","filler","33","358","1029","S[1]"
"filler","DashedSentence","6","compete","1922","Will","r_branch","filler","33","267","1029","S[1]"
"filler","DashedSentence","5","to","1922","Will","r_branch","filler","33","306","1029","S[1]"
"filler","DashedSentence","4","excited","1922","Will","r_branch","filler","33","239","1029","S[1]"
"filler","DashedSentence","3","was","1922","Will","r_branch","filler","33","324","1029","S[1]"
"filler","DashedSentence","2","clown","1922","Will","r_branch","filler","33","341","1029","S[1]"
"filler","DashedSentence","1","The","1922","Will","r_branch","filler","33","395","1029","S[1]"
"filler","grade","Choice","7","1922","Will","r_branch","filler","33","NULL","1029","S[1]"
"filler","DashedSentence","18","ended.","1990","Matthew","1_embed","filler","34","1585","1039","S[1]"
"filler","DashedSentence","17","war","1990","Matthew","1_embed","filler","34","269","1039","S[1]"
"filler","DashedSentence","16","cold","1990","Matthew","1_embed","filler","34","256","1039","S[1]"
"filler","DashedSentence","15","the","1990","Matthew","1_embed","filler","34","273","1039","S[1]"
"filler","DashedSentence","14","before","1990","Matthew","1_embed","filler","34","235","1039","S[1]"
"filler","DashedSentence","13","years","1990","Matthew","1_embed","filler","34","234","1039","S[1]"
"filler","DashedSentence","12","for","1990","Matthew","1_embed","filler","34","251","1039","S[1]"
"filler","DashedSentence","11","academia","1990","Matthew","1_embed","filler","34","257","1039","S[1]"
"filler","DashedSentence","10","the","1990","Matthew","1_embed","filler","34","453","1039","S[1]"
"filler","DashedSentence","9","puzzled","1990","Matthew","1_embed","filler","34","322","1039","S[1]"
"filler","DashedSentence","8","question","1990","Matthew","1_embed","filler","34","430","1039","S[1]"
"filler","DashedSentence","7","physics","1990","Matthew","1_embed","filler","34","451","1039","S[1]"
"filler","DashedSentence","6","controversial","1990","Matthew","1_embed","filler","34","279","1039","S[1]"
"filler","DashedSentence","5","the","1990","Matthew","1_embed","filler","34","269","1039","S[1]"
"filler","DashedSentence","4","when","1990","Matthew","1_embed","filler","34","314","1039","S[1]"
"filler","DashedSentence","3","wondered","1990","Matthew","1_embed","filler","34","318","1039","S[1]"
"filler","DashedSentence","2","scientists","1990","Matthew","1_embed","filler","34","332","1039","S[1]"
"filler","DashedSentence","1","The","1990","Matthew","1_embed","filler","34","290","1039","S[1]"
"filler","grade","Choice","2","1990","Matthew","1_embed","filler","34","NULL","1039","S[1]"
"filler","DashedSentence","18","friends.","2185","Matthew","r_branch","filler","36","456","1030","S[1]"
"filler","DashedSentence","17","your","2185","Matthew","r_branch","filler","36","324","1030","S[1]"
"filler","DashedSentence","16","with","2185","Matthew","r_branch","filler","36","286","1030","S[1]"
"filler","DashedSentence","15","chilling","2185","Matthew","r_branch","filler","36","700","1030","S[1]"
"filler","DashedSentence","14","quad%2C","2185","Matthew","r_branch","filler","36","225","1030","S[1]"
"filler","DashedSentence","13","the","2185","Matthew","r_branch","filler","36","305","1030","S[1]"
"filler","DashedSentence","12","on","2185","Matthew","r_branch","filler","36","312","1030","S[1]"
"filler","DashedSentence","11","spot","2185","Matthew","r_branch","filler","36","280","1030","S[1]"
"filler","DashedSentence","10","a","2185","Matthew","r_branch","filler","36","299","1030","S[1]"
"filler","DashedSentence","9","find","2185","Matthew","r_branch","filler","36","330","1030","S[1]"
"filler","DashedSentence","8","to","2185","Matthew","r_branch","filler","36","359","1030","S[1]"
"filler","DashedSentence","7","opportunity","2185","Matthew","r_branch","filler","36","288","1030","S[1]"
"filler","DashedSentence","6","golden","2185","Matthew","r_branch","filler","36","186","1030","S[1]"
"filler","DashedSentence","5","a","2185","Matthew","r_branch","filler","36","260","1030","S[1]"
"filler","DashedSentence","4","is","2185","Matthew","r_branch","filler","36","286","1030","S[1]"
"filler","DashedSentence","3","eclipse","2185","Matthew","r_branch","filler","36","292","1030","S[1]"
"filler","DashedSentence","2","solar","2185","Matthew","r_branch","filler","36","246","1030","S[1]"
"filler","DashedSentence","1","The","2185","Matthew","r_branch","filler","36","274","1030","S[1]"
"filler","grade","Choice","3","2185","Matthew","r_branch","filler","36","NULL","1030","S[1]"
"filler","DashedSentence","19","to.","2030","Matthew","r_branch","filler","37","317","1036","S[1]"
"filler","DashedSentence","18","sensitive","2030","Matthew","r_branch","filler","37","251","1036","S[1]"
"filler","DashedSentence","17","are","2030","Matthew","r_branch","filler","37","269","1036","S[1]"
"filler","DashedSentence","16","books","2030","Matthew","r_branch","filler","37","282","1036","S[1]"
"filler","DashedSentence","15","most","2030","Matthew","r_branch","filler","37","387","1036","S[1]"
"filler","DashedSentence","14","because","2030","Matthew","r_branch","filler","37","340","1036","S[1]"
"filler","DashedSentence","13","low","2030","Matthew","r_branch","filler","37","302","1036","S[1]"
"filler","DashedSentence","12","very","2030","Matthew","r_branch","filler","37","364","1036","S[1]"
"filler","DashedSentence","11","temperature","2030","Matthew","r_branch","filler","37","374","1036","S[1]"
