"label","penn_element_name","parameter","value","rt","person","condition","type","trial_n","itemnum","reading_time","subject","comma","v2"
"exp","grade","Choice","5","2303","Will","Base","exp","36","24","NULL","S[9]","0","1"
"exp","grade","Choice","4","3099","Carmen","MissingVComma","exp","39","5","NULL","S[9]","1","0"
"exp","grade","Choice","7","1745","Carmen","Comma","exp","42","3","NULL","S[9]","1","1"
"exp","grade","Choice","3","1981","Will","Base","exp","45","28","NULL","S[9]","0","1"
"exp","grade","Choice","6","1759","Hande","MissingVBase","exp","48","42","NULL","S[9]","0","0"
"exp","grade","Choice","1","3214","Will","MissingVBase","exp","51","26","NULL","S[9]","0","0"
"exp","grade","Choice","6","1883","Jackson","MissingVComma","exp","53","13","NULL","S[9]","1","0"
"exp","grade","Choice","1","1944","Carmen","Base","exp","56","4","NULL","S[9]","0","1"
"exp","grade","Choice","4","3988","Hande","Comma","exp","59","39","NULL","S[9]","1","1"
"exp","grade","Choice","3","2771","Will","MissingVComma","exp","62","25","NULL","S[9]","1","0"
"exp","grade","Choice","5","2807","Jackson","Comma","exp","65","15","NULL","S[9]","1","1"
"exp","grade","Choice","5","2635","Jackson","Base","exp","68","12","NULL","S[9]","0","1"
"exp","grade","Choice","3","3739","Carmen","MissingVBase","exp","71","2","NULL","S[9]","0","0"
"exp","grade","Choice","3","2327","Matthew","MissingVComma","exp","73","21","NULL","S[9]","1","0"
"exp","grade","Choice","4","2110","Tessa","MissingVBase","exp","76","50","NULL","S[9]","0","0"
"exp","grade","Choice","4","3289","Tessa","MissingVBase","exp","79","46","NULL","S[9]","0","0"
"exp","grade","Choice","5","3733","Jackson","MissingVBase","exp","82","10","NULL","S[9]","0","0"
"exp","grade","Choice","1","1600","Carmen","MissingVComma","exp","85","1","NULL","S[9]","1","0"
"exp","grade","Choice","4","2066","Danni","Base","exp","88","36","NULL","S[9]","0","1"
"exp","grade","Choice","4","1485","Hande","MissingVBase","exp","91","38","NULL","S[9]","0","0"
"exp","grade","Choice","2","2036","Jackson","MissingVComma","exp","94","9","NULL","S[9]","1","0"
"exp","grade","Choice","3","2756","Matthew","MissingVComma","exp","96","17","NULL","S[9]","1","0"
"exp","grade","Choice","4","2925","Danni","Comma","exp","99","35","NULL","S[9]","1","1"
"exp","grade","Choice","3","2817","Jackson","MissingVBase","exp","102","14","NULL","S[9]","0","0"
"exp","grade","Choice","5","2156","Hande","Comma","exp","105","43","NULL","S[9]","1","1"
"exp","grade","Choice","4","2761","Matthew","Base","exp","108","16","NULL","S[9]","0","1"
"exp","grade","Choice","3","3389","Danni","Comma","exp","111","31","NULL","S[9]","1","1"
"exp","grade","Choice","5","2341","Carmen","Comma","exp","114","7","NULL","S[9]","1","1"
"exp","grade","Choice","1","2017","Will","Comma","exp","116","27","NULL","S[9]","1","1"
"exp","grade","Choice","2","2888","Tessa","Comma","exp","119","51","NULL","S[9]","1","1"
"exp","grade","Choice","2","2798","Tessa","MissingVComma","exp","122","45","NULL","S[9]","1","0"
"exp","grade","Choice","3","2180","Jackson","Comma","exp","125","11","NULL","S[9]","1","1"
"exp","grade","Choice","3","3697","Danni","Base","exp","128","32","NULL","S[9]","0","1"
"exp","grade","Choice","2","4011","Matthew","MissingVBase","exp","131","22","NULL","S[9]","0","0"
"exp","grade","Choice","2","2281","Matthew","MissingVBase","exp","134","18","NULL","S[9]","0","0"
"exp","grade","Choice","1","2200","Tessa","Comma","exp","136","47","NULL","S[9]","1","1"
"exp","grade","Choice","1","1818","Tessa","Base","exp","139","48","NULL","S[9]","0","1"
"exp","grade","Choice","4","1533","Tessa","MissingVComma","exp","142","49","NULL","S[9]","1","0"
"exp","grade","Choice","2","2407","Will","Comma","exp","145","23","NULL","S[9]","1","1"
"exp","grade","Choice","1","2066","Jackson","Base","exp","148","8","NULL","S[9]","0","1"
"exp","grade","Choice","4","1821","Hande","MissingVComma","exp","151","41","NULL","S[9]","1","0"
"exp","grade","Choice","1","1469","Matthew","Base","exp","154","20","NULL","S[9]","0","1"
"exp","grade","Choice","5","3028","Jackson","Comma","exp","10","12","NULL","S[10]","1","1"
"exp","grade","Choice","2","5505","Tessa","Comma","exp","12","48","NULL","S[10]","1","1"
"exp","grade","Choice","5","3055","Danni","Comma","exp","15","32","NULL","S[10]","1","1"
"exp","grade","Choice","6","2531","Matthew","MissingVComma","exp","18","22","NULL","S[10]","1","0"
"exp","grade","Choice","4","2009","Carmen","Base","exp","21","1","NULL","S[10]","0","1"
"exp","grade","Choice","1","3068","Will","MissingVComma","exp","24","30","NULL","S[10]","1","0"
"exp","grade","Choice","1","2565","Matthew","MissingVComma","exp","27","18","NULL","S[10]","1","0"
"exp","grade","Choice","4","4011","Will","Comma","exp","30","28","NULL","S[10]","1","1"
"exp","grade","Choice","5","2436","Danni","Base","exp","32","33","NULL","S[10]","0","1"
"exp","grade","Choice","4","2249","Carmen","Base","exp","35","5","NULL","S[10]","0","1"
"exp","grade","Choice","7","3241","Tessa","MissingVComma","exp","38","46","NULL","S[10]","1","0"
"exp","grade","Choice","2","2070","Tessa","MissingVBase","exp","41","47","NULL","S[10]","0","0"
"exp","grade","Choice","3","2534","Jackson","MissingVBase","exp","44","11","NULL","S[10]","0","0"
"exp","grade","Choice","2","1726","Matthew","Base","exp","47","21","NULL","S[10]","0","1"
"exp","grade","Choice","4","1982","Jackson","Base","exp","50","9","NULL","S[10]","0","1"
"exp","grade","Choice","5","2599","Danni","Comma","exp","52","36","NULL","S[10]","1","1"
"exp","grade","Choice","6","1746","Danni","MissingVComma","exp","55","34","NULL","S[10]","1","0"
"exp","grade","Choice","5","1931","Matthew","MissingVBase","exp","58","19","NULL","S[10]","0","0"
"exp","grade","Choice","5","3193","Hande","MissingVBase","exp","61","39","NULL","S[10]","0","0"
"exp","grade","Choice","5","3029","Will","Base","exp","64","25","NULL","S[10]","0","1"
"exp","grade","Choice","5","2314","Matthew","Comma","exp","67","20","NULL","S[10]","1","1"
"exp","grade","Choice","5","1930","Tessa","Base","exp","70","49","NULL","S[10]","0","1"
"exp","grade","Choice","4","2805","Will","MissingVBase","exp","72","23","NULL","S[10]","0","0"
"exp","grade","Choice","4","3874","Tessa","MissingVComma","exp","75","50","NULL","S[10]","1","0"
"exp","grade","Choice","5","1817","Danni","MissingVBase","exp","78","31","NULL","S[10]","0","0"
"exp","grade","Choice","3","2893","Jackson","Base","exp","81","13","NULL","S[10]","0","1"
"exp","grade","Choice","3","1994","Jackson","Comma","exp","84","8","NULL","S[10]","1","1"
"exp","grade","Choice","4","2498","Matthew","Base","exp","87","17","NULL","S[10]","0","1"
"exp","grade","Choice","5","3740","Jackson","MissingVBase","exp","90","15","NULL","S[10]","0","0"
"exp","grade","Choice","6","2831","Carmen","MissingVComma","exp","93","6","NULL","S[10]","1","0"
"exp","grade","Choice","2","2688","Hande","MissingVComma","exp","95","38","NULL","S[10]","1","0"
"exp","grade","Choice","7","1870","Hande","MissingVComma","exp","98","42","NULL","S[10]","1","0"
"exp","grade","Choice","5","1933","Jackson","MissingVComma","exp","101","10","NULL","S[10]","1","0"
"exp","grade","Choice","5","2215","Hande","MissingVBase","exp","104","43","NULL","S[10]","0","0"
"exp","grade","Choice","3","2069","Danni","MissingVBase","exp","107","35","NULL","S[10]","0","0"
"exp","grade","Choice","6","1686","Will","Comma","exp","110","24","NULL","S[10]","1","1"
"exp","grade","Choice","2","2869","Carmen","Comma","exp","113","4","NULL","S[10]","1","1"
"exp","grade","Choice","3","2200","Will","MissingVBase","exp","115","27","NULL","S[10]","0","0"
"exp","grade","Choice","3","4723","Carmen","MissingVBase","exp","118","3","NULL","S[10]","0","0"
"exp","grade","Choice","2","1741","Tessa","Base","exp","121","45","NULL","S[10]","0","1"
"exp","grade","Choice","3","3066","Matthew","Comma","exp","124","16","NULL","S[10]","1","1"
"exp","grade","Choice","7","2806","Carmen","MissingVComma","exp","127","2","NULL","S[10]","1","0"
"exp","grade","Choice","1","1769","Jackson","MissingVComma","exp","130","14","NULL","S[10]","1","0"
"exp","grade","Choice","4","2969","Carmen","MissingVBase","exp","133","7","NULL","S[10]","0","0"
"exp","grade","Choice","1","2007","Will","Base","exp","135","29","NULL","S[10]","0","1"
"exp","grade","Choice","4","1772","Hande","Comma","exp","138","44","NULL","S[10]","1","1"
"exp","grade","Choice","4","1864","Danni","Base","exp","141","37","NULL","S[10]","0","1"
"exp","grade","Choice","5","1583","Hande","Base","exp","144","41","NULL","S[10]","0","1"
"exp","grade","Choice","5","2043","Will","MissingVComma","exp","147","26","NULL","S[10]","1","0"
"exp","grade","Choice","3","1835","Hande","Comma","exp","150","40","NULL","S[10]","1","1"
"exp","grade","Choice","2","2416","Tessa","MissingVBase","exp","153","51","NULL","S[10]","0","0"
"exp","grade","Choice","4","1529","Carmen","Comma","exp","10","6","NULL","S[11]","1","1"
"exp","grade","Choice","5","2213","Danni","MissingVComma","exp","13","36","NULL","S[11]","1","0"
"exp","grade","Choice","1","2357","Matthew","MissingVBase","exp","16","21","NULL","S[11]","0","0"
"exp","grade","Choice","2","1924","Matthew","Base","exp","19","19","NULL","S[11]","0","1"
"exp","grade","Choice","3","3300","Hande","Base","exp","22","43","NULL","S[11]","0","1"
"exp","grade","Choice","6","2407","Hande","MissingVComma","exp","25","44","NULL","S[11]","1","0"
"exp","grade","Choice","1","3186","Jackson","MissingVBase","exp","28","9","NULL","S[11]","0","0"
"exp","grade","Choice","2","2350","Danni","Comma","exp","31","34","NULL","S[11]","1","1"
"exp","grade","Choice","2","4319","Matthew","Comma","exp","33","22","NULL","S[11]","1","1"
"exp","grade","Choice","4","2365","Hande","Comma","exp","36","38","NULL","S[11]","1","1"
"exp","grade","Choice","3","5513","Will","Base","exp","39","27","NULL","S[11]","0","1"
"exp","grade","Choice","3","1522","Will","MissingVComma","exp","42","28","NULL","S[11]","1","0"
"exp","grade","Choice","1","3435","Jackson","MissingVComma","exp","45","12","NULL","S[11]","1","0"
"exp","grade","Choice","5","4662","Matthew","Comma","exp","48","18","NULL","S[11]","1","1"
"exp","grade","Choice","5","2305","Hande","Comma","exp","51","42","NULL","S[11]","1","1"
"exp","grade","Choice","4","3187","Danni","Base","exp","53","35","NULL","S[11]","0","1"
"exp","grade","Choice","1","2511","Jackson","Comma","exp","56","14","NULL","S[11]","1","1"
"exp","grade","Choice","1","2464","Matthew","MissingVBase","exp","59","17","NULL","S[11]","0","0"
"exp","grade","Choice","4","2728","Will","Comma","exp","62","26","NULL","S[11]","1","1"
"exp","grade","Choice","3","3243","Jackson","MissingVBase","exp","65","13","NULL","S[11]","0","0"
"exp","grade","Choice","3","2816","Hande","MissingVComma","exp","68","40","NULL","S[11]","1","0"
"exp","grade","Choice","4","3833","Danni","Base","exp","71","31","NULL","S[11]","0","1"
"exp","grade","Choice","4","3085","Jackson","Comma","exp","73","10","NULL","S[11]","1","1"
"exp","grade","Choice","4","3803","Will","MissingVBase","exp","79","25","NULL","S[11]","0","0"
"exp","grade","Choice","4","3686","Carmen","MissingVBase","exp","82","5","NULL","S[11]","0","0"
"exp","grade","Choice","1","4463","Will","MissingVBase","exp","85","29","NULL","S[11]","0","0"
"exp","grade","Choice","6","3304","Tessa","Base","exp","88","47","NULL","S[11]","0","1"
"exp","grade","Choice","5","1995","Jackson","Base","exp","91","15","NULL","S[11]","0","1"
"exp","grade","Choice","1","2940","Will","Comma","exp","94","30","NULL","S[11]","1","1"
"exp","grade","Choice","1","2313","Tessa","Comma","exp","96","46","NULL","S[11]","1","1"
"exp","grade","Choice","5","3432","Jackson","Base","exp","99","11","NULL","S[11]","0","1"
"exp","grade","Choice","2","2056","Jackson","MissingVComma","exp","102","8","NULL","S[11]","1","0"
"exp","grade","Choice","5","2593","Danni","MissingVBase","exp","105","33","NULL","S[11]","0","0"
"exp","grade","Choice","1","5128","Carmen","MissingVComma","exp","108","4","NULL","S[11]","1","0"
"exp","grade","Choice","2","3414","Will","MissingVComma","exp","111","24","NULL","S[11]","1","0"
"exp","grade","Choice","2","4414","Hande","Base","exp","114","39","NULL","S[11]","0","1"
"exp","grade","Choice","1","2913","Carmen","MissingVBase","exp","116","1","NULL","S[11]","0","0"
"exp","grade","Choice","4","5509","Tessa","MissingVComma","exp","119","48","NULL","S[11]","1","0"
"exp","grade","Choice","4","2909","Tessa","MissingVBase","exp","122","45","NULL","S[11]","0","0"
"exp","grade","Choice","3","3757","Matthew","MissingVComma","exp","125","16","NULL","S[11]","1","0"
"exp","grade","Choice","3","2340","Hande","MissingVBase","exp","131","41","NULL","S[11]","0","0"
"exp","grade","Choice","4","4045","Carmen","Base","exp","134","3","NULL","S[11]","0","1"
"exp","grade","Choice","5","2408","Danni","MissingVComma","exp","136","32","NULL","S[11]","1","0"
"exp","grade","Choice","1","2549","Tessa","Base","exp","139","51","NULL","S[11]","0","1"
"exp","grade","Choice","4","3320","Matthew","MissingVComma","exp","142","20","NULL","S[11]","1","0"
"exp","grade","Choice","1","4269","Tessa","MissingVBase","exp","145","49","NULL","S[11]","0","0"
"exp","grade","Choice","4","3142","Carmen","Comma","exp","148","2","NULL","S[11]","1","1"
"exp","grade","Choice","1","4862","Will","Base","exp","151","23","NULL","S[11]","0","1"
"exp","grade","Choice","4","2282","Tessa","Comma","exp","154","50","NULL","S[11]","1","1"
"exp","grade","Choice",NA,"5508","Danni","MissingVBase","exp","128","37","No selection happened","S[11]","0","0"
"exp","grade","Choice",NA,"5512","Carmen","Base","exp","76","7","No selection happened","S[11]","0","1"
"exp","grade","Choice","2","3148","Danni","Base","exp","10","31","NULL","S[12]","0","1"
"exp","grade","Choice","2","2289","Tessa","MissingVBase","exp","12","45","NULL","S[12]","0","0"
"exp","grade","Choice","1","1321","Tessa","Comma","exp","15","46","NULL","S[12]","1","1"
"exp","grade","Choice","1","1338","Carmen","Comma","exp","18","6","NULL","S[12]","1","1"
"exp","grade","Choice","7","1235","Danni","MissingVComma","exp","21","36","NULL","S[12]","1","0"
"exp","grade","Choice","2","1333","Matthew","Comma","exp","24","22","NULL","S[12]","1","1"
"exp","grade","Choice","1","2310","Tessa","Comma","exp","27","50","NULL","S[12]","1","1"
"exp","grade","Choice","7","2595","Matthew","MissingVComma","exp","30","16","NULL","S[12]","1","0"
"exp","grade","Choice","1","2336","Hande","MissingVComma","exp","32","40","NULL","S[12]","1","0"
"exp","grade","Choice","1","3480","Danni","MissingVBase","exp","35","33","NULL","S[12]","0","0"
"exp","grade","Choice","2","3952","Will","MissingVBase","exp","38","25","NULL","S[12]","0","0"
"exp","grade","Choice","2","3682","Jackson","Base","exp","41","15","NULL","S[12]","0","1"
"exp","grade","Choice","1","1965","Carmen","MissingVBase","exp","44","1","NULL","S[12]","0","0"
"exp","grade","Choice","2","2141","Carmen","Comma","exp","47","2","NULL","S[12]","1","1"
"exp","grade","Choice","1","1980","Matthew","Base","exp","50","19","NULL","S[12]","0","1"
"exp","grade","Choice","1","2409","Tessa","Base","exp","52","47","NULL","S[12]","0","1"
"exp","grade","Choice","5","2037","Tessa","MissingVComma","exp","55","48","NULL","S[12]","1","0"
"exp","grade","Choice","2","1237","Danni","MissingVBase","exp","58","37","NULL","S[12]","0","0"
"exp","grade","Choice","6","3001","Will","MissingVComma","exp","61","28","NULL","S[12]","1","0"
"exp","grade","Choice","2","3102","Jackson","MissingVBase","exp","64","13","NULL","S[12]","0","0"
"exp","grade","Choice","7","3418","Hande","MissingVComma","exp","67","44","NULL","S[12]","1","0"
"exp","grade","Choice","1","4867","Carmen","MissingVComma","exp","70","4","NULL","S[12]","1","0"
"exp","grade","Choice","2","2729","Danni","Base","exp","72","35","NULL","S[12]","0","1"
"exp","grade","Choice","1","2310","Jackson","Base","exp","75","11","NULL","S[12]","0","1"
"exp","grade","Choice","2","1566","Carmen","MissingVBase","exp","78","5","NULL","S[12]","0","0"
"exp","grade","Choice","1","2741","Will","MissingVBase","exp","81","29","NULL","S[12]","0","0"
"exp","grade","Choice","3","1406","Matthew","Comma","exp","84","18","NULL","S[12]","1","1"
"exp","grade","Choice","5","1721","Jackson","Comma","exp","87","14","NULL","S[12]","1","1"
"exp","grade","Choice","1","2928","Carmen","Base","exp","90","7","NULL","S[12]","0","1"
"exp","grade","Choice","3","1023","Carmen","Base","exp","93","3","NULL","S[12]","0","1"
"exp","grade","Choice","3","2378","Hande","Base","exp","95","39","NULL","S[12]","0","1"
"exp","grade","Choice","6","2164","Hande","Comma","exp","98","42","NULL","S[12]","1","1"
"exp","grade","Choice","6","2417","Jackson","Comma","exp","101","10","NULL","S[12]","1","1"
"exp","grade","Choice","5","2965","Jackson","MissingVComma","exp","104","8","NULL","S[12]","1","0"
"exp","grade","Choice","7","3169","Jackson","MissingVBase","exp","107","9","NULL","S[12]","0","0"
"exp","grade","Choice","3","3164","Will","Base","exp","110","27","NULL","S[12]","0","1"
"exp","grade","Choice","3","1961","Will","Comma","exp","113","26","NULL","S[12]","1","1"
"exp","grade","Choice","5","2608","Danni","MissingVComma","exp","115","32","NULL","S[12]","1","0"
"exp","grade","Choice","1","2321","Will","Comma","exp","118","30","NULL","S[12]","1","1"
"exp","grade","Choice","6","1482","Hande","MissingVBase","exp","121","41","NULL","S[12]","0","0"
"exp","grade","Choice","2","1680","Matthew","MissingVComma","exp","124","20","NULL","S[12]","1","0"
"exp","grade","Choice","6","2412","Danni","Comma","exp","127","34","NULL","S[12]","1","1"
"exp","grade","Choice","1","1499","Tessa","Base","exp","130","51","NULL","S[12]","0","1"
"exp","grade","Choice","1","2076","Matthew","MissingVBase","exp","133","17","NULL","S[12]","0","0"
"exp","grade","Choice","2","2655","Hande","Base","exp","135","43","NULL","S[12]","0","1"
"exp","grade","Choice","5","1804","Hande","Comma","exp","138","38","NULL","S[12]","1","1"
"exp","grade","Choice","3","2192","Will","Base","exp","141","23","NULL","S[12]","0","1"
"exp","grade","Choice","5","1453","Will","MissingVComma","exp","144","24","NULL","S[12]","1","0"
"exp","grade","Choice","5","2136","Tessa","MissingVBase","exp","147","49","NULL","S[12]","0","0"
"exp","grade","Choice","2","1512","Jackson","MissingVComma","exp","150","12","NULL","S[12]","1","0"
"exp","grade","Choice","1","2166","Matthew","MissingVBase","exp","153","21","NULL","S[12]","0","0"
"exp","grade","Choice","1","1508","Will","Base","exp","10","26","NULL","S[13]","0","1"
"exp","grade","Choice","5","1430","Matthew","MissingVBase","exp","12","16","NULL","S[13]","0","0"
"exp","grade","Choice","1","1356","Danni","MissingVComma","exp","15","35","NULL","S[13]","1","0"
"exp","grade","Choice","1","1208","Will","MissingVComma","exp","18","27","NULL","S[13]","1","0"
"exp","grade","Choice","7","1450","Danni","Comma","exp","21","33","NULL","S[13]","1","1"
"exp","grade","Choice","7","2640","Jackson","Base","exp","24","14","NULL","S[13]","0","1"
"exp","grade","Choice","1","1407","Carmen","MissingVComma","exp","27","7","NULL","S[13]","1","0"
"exp","grade","Choice","1","1632","Jackson","MissingVBase","exp","30","12","NULL","S[13]","0","0"
"exp","grade","Choice","7","1227","Matthew","Comma","exp","32","17","NULL","S[13]","1","1"
"exp","grade","Choice","6","1272","Matthew","MissingVBase","exp","35","20","NULL","S[13]","0","0"
"exp","grade","Choice","1","1103","Will","Comma","exp","38","29","NULL","S[13]","1","1"
"exp","grade","Choice","7","1697","Hande","Comma","exp","41","41","NULL","S[13]","1","1"
"exp","grade","Choice","1","3912","Matthew","Base","exp","44","22","NULL","S[13]","0","1"
"exp","grade","Choice","1","1295","Danni","Base","exp","47","34","NULL","S[13]","0","1"
"exp","grade","Choice","4","4588","Hande","Base","exp","52","42","NULL","S[13]","0","1"
"exp","grade","Choice","1","1305","Danni","Comma","exp","55","37","NULL","S[13]","1","1"
"exp","grade","Choice","1","1287","Tessa","MissingVBase","exp","58","48","NULL","S[13]","0","0"
"exp","grade","Choice","5","3970","Jackson","Comma","exp","61","13","NULL","S[13]","1","1"
"exp","grade","Choice","7","1550","Carmen","MissingVComma","exp","64","3","NULL","S[13]","1","0"
"exp","grade","Choice","1","5511","Matthew","Comma","exp","67","21","NULL","S[13]","1","1"
"exp","grade","Choice","6","1358","Matthew","Base","exp","70","18","NULL","S[13]","0","1"
"exp","grade","Choice","1","3317","Jackson","Comma","exp","72","9","NULL","S[13]","1","1"
"exp","grade","Choice","1","2438","Will","Base","exp","75","30","NULL","S[13]","0","1"
"exp","grade","Choice","7","5478","Will","MissingVComma","exp","78","23","NULL","S[13]","1","0"
"exp","grade","Choice","7","1578","Tessa","Base","exp","81","46","NULL","S[13]","0","1"
"exp","grade","Choice","6","2240","Danni","MissingVComma","exp","84","31","NULL","S[13]","1","0"
"exp","grade","Choice","7","1543","Tessa","MissingVComma","exp","87","47","NULL","S[13]","1","0"
"exp","grade","Choice","2","1610","Tessa","Comma","exp","90","45","NULL","S[13]","1","1"
"exp","grade","Choice","1","2231","Tessa","MissingVComma","exp","93","51","NULL","S[13]","1","0"
"exp","grade","Choice","6","1375","Matthew","MissingVComma","exp","95","19","NULL","S[13]","1","0"
"exp","grade","Choice","1","1184","Tessa","Base","exp","98","50","NULL","S[13]","0","1"
"exp","grade","Choice","7","1387","Danni","MissingVBase","exp","101","32","NULL","S[13]","0","0"
"exp","grade","Choice","7","2122","Jackson","MissingVComma","exp","104","11","NULL","S[13]","1","0"
"exp","grade","Choice","4","3590","Hande","MissingVBase","exp","107","44","NULL","S[13]","0","0"
"exp","grade","Choice","7","2048","Jackson","Base","exp","110","10","NULL","S[13]","0","1"
"exp","grade","Choice","2","1593","Danni","MissingVBase","exp","113","36","NULL","S[13]","0","0"
"exp","grade","Choice","5","1481","Carmen","Base","exp","115","2","NULL","S[13]","0","1"
"exp","grade","Choice","1","1565","Jackson","MissingVBase","exp","118","8","NULL","S[13]","0","0"
"exp","grade","Choice","1","1593","Jackson","MissingVComma","exp","121","15","NULL","S[13]","1","0"
"exp","grade","Choice","3","1590","Hande","MissingVComma","exp","124","39","NULL","S[13]","1","0"
"exp","grade","Choice","2","1192","Carmen","Comma","exp","127","1","NULL","S[13]","1","1"
"exp","grade","Choice","7","1256","Tessa","Comma","exp","130","49","NULL","S[13]","1","1"
"exp","grade","Choice","7","1732","Carmen","Base","exp","133","6","NULL","S[13]","0","1"
"exp","grade","Choice","1","1663","Will","MissingVBase","exp","135","28","NULL","S[13]","0","0"
"exp","grade","Choice","1","1566","Will","MissingVBase","exp","138","24","NULL","S[13]","0","0"
"exp","grade","Choice","4","2819","Hande","Base","exp","141","38","NULL","S[13]","0","1"
"exp","grade","Choice","7","1298","Carmen","Comma","exp","144","5","NULL","S[13]","1","1"
"exp","grade","Choice","7","2292","Will","Comma","exp","147","25","NULL","S[13]","1","1"
"exp","grade","Choice","2","1433","Hande","MissingVBase","exp","150","40","NULL","S[13]","0","0"
"exp","grade","Choice","2","1750","Carmen","MissingVBase","exp","153","4","NULL","S[13]","0","0"
"exp","grade","Choice",NA,"5512","Hande","MissingVComma","exp","50","43","No selection happened","S[13]","1","0"
"exp","grade","Choice","1","3993","Tessa","Base","exp","10","47","NULL","S[14]","0","1"
"exp","grade","Choice","1","3435","Hande","MissingVComma","exp","12","40","NULL","S[14]","1","0"
"exp","grade","Choice","2","3499","Carmen","MissingVBase","exp","15","5","NULL","S[14]","0","0"
"exp","grade","Choice","1","2826","Matthew","MissingVComma","exp","18","20","NULL","S[14]","1","0"
"exp","grade","Choice","5","2305","Will","MissingVBase","exp","21","29","NULL","S[14]","0","0"
"exp","grade","Choice","2","3820","Danni","Comma","exp","24","34","NULL","S[14]","1","1"
"exp","grade","Choice","2","4526","Will","Base","exp","27","23","NULL","S[14]","0","1"
"exp","grade","Choice","1","2418","Carmen","Base","exp","30","7","NULL","S[14]","0","1"
"exp","grade","Choice","1","2517","Matthew","MissingVBase","exp","32","21","NULL","S[14]","0","0"
"exp","grade","Choice","3","2756","Jackson","MissingVComma","exp","35","8","NULL","S[14]","1","0"
"exp","grade","Choice","2","2575","Carmen","Comma","exp","38","2","NULL","S[14]","1","1"
"exp","grade","Choice","3","2866","Matthew","Base","exp","41","19","NULL","S[14]","0","1"
"exp","grade","Choice","1","3397","Will","Comma","exp","44","26","NULL","S[14]","1","1"
"exp","grade","Choice","6","5160","Matthew","Comma","exp","47","18","NULL","S[14]","1","1"
"exp","grade","Choice","5","2223","Matthew","Comma","exp","50","22","NULL","S[14]","1","1"
"exp","grade","Choice","1","2256","Carmen","MissingVBase","exp","52","1","NULL","S[14]","0","0"
"exp","grade","Choice","4","3676","Jackson","MissingVBase","exp","55","9","NULL","S[14]","0","0"
"exp","grade","Choice","7","3900","Matthew","MissingVComma","exp","58","16","NULL","S[14]","1","0"
"exp","grade","Choice","5","3398","Will","MissingVComma","exp","61","28","NULL","S[14]","1","0"
"exp","grade","Choice","5","2382","Carmen","Comma","exp","64","6","NULL","S[14]","1","1"
"exp","grade","Choice","2","1857","Carmen","MissingVComma","exp","67","4","NULL","S[14]","1","0"
"exp","grade","Choice","5","2009","Jackson","MissingVBase","exp","70","13","NULL","S[14]","0","0"
"exp","grade","Choice","2","2937","Jackson","Base","exp","72","15","NULL","S[14]","0","1"
"exp","grade","Choice","3","2701","Will","MissingVBase","exp","75","25","NULL","S[14]","0","0"
"exp","grade","Choice","6","2511","Will","MissingVComma","exp","78","24","NULL","S[14]","1","0"
"exp","grade","Choice","7","2300","Danni","MissingVComma","exp","81","36","NULL","S[14]","1","0"
"exp","grade","Choice","6","3495","Hande","MissingVBase","exp","84","41","NULL","S[14]","0","0"
"exp","grade","Choice","1","2088","Hande","Base","exp","87","43","NULL","S[14]","0","1"
"exp","grade","Choice","1","2165","Tessa","Comma","exp","90","50","NULL","S[14]","1","1"
"exp","grade","Choice","2","3587","Hande","MissingVComma","exp","93","44","NULL","S[14]","1","0"
"exp","grade","Choice","5","2933","Tessa","Comma","exp","95","46","NULL","S[14]","1","1"
"exp","grade","Choice","1","2742","Tessa","MissingVBase","exp","98","49","NULL","S[14]","0","0"
"exp","grade","Choice","2","2557","Danni","MissingVBase","exp","101","37","NULL","S[14]","0","0"
"exp","grade","Choice","5","4044","Will","Base","exp","104","27","NULL","S[14]","0","1"
"exp","grade","Choice","6","3272","Danni","Base","exp","107","35","NULL","S[14]","0","1"
"exp","grade","Choice","3","3892","Tessa","MissingVBase","exp","110","45","NULL","S[14]","0","0"
"exp","grade","Choice","6","4641","Danni","MissingVBase","exp","113","33","NULL","S[14]","0","0"
"exp","grade","Choice","1","2294","Carmen","Base","exp","115","3","NULL","S[14]","0","1"
"exp","grade","Choice","1","2490","Tessa","MissingVComma","exp","118","48","NULL","S[14]","1","0"
"exp","grade","Choice","2","1979","Hande","Comma","exp","121","38","NULL","S[14]","1","1"
"exp","grade","Choice","1","2774","Jackson","Comma","exp","124","14","NULL","S[14]","1","1"
"exp","grade","Choice","1","2226","Tessa","Base","exp","127","51","NULL","S[14]","0","1"
"exp","grade","Choice","7","1460","Danni","MissingVComma","exp","130","32","NULL","S[14]","1","0"
"exp","grade","Choice","5","1944","Danni","Base","exp","133","31","NULL","S[14]","0","1"
"exp","grade","Choice","1","1571","Hande","Base","exp","135","39","NULL","S[14]","0","1"
"exp","grade","Choice","1","1419","Hande","Comma","exp","138","42","NULL","S[14]","1","1"
"exp","grade","Choice","1","1645","Jackson","Comma","exp","141","10","NULL","S[14]","1","1"
"exp","grade","Choice","1","1775","Matthew","MissingVBase","exp","144","17","NULL","S[14]","0","0"
"exp","grade","Choice","1","1515","Jackson","MissingVComma","exp","147","12","NULL","S[14]","1","0"
"exp","grade","Choice","1","1518","Jackson","Base","exp","150","11","NULL","S[14]","0","1"
"exp","grade","Choice","2","2054","Will","Comma","exp","153","30","NULL","S[14]","1","1"
"exp","grade","Choice","3","2437","Carmen","MissingVBase","exp","10","7","NULL","S[15]","0","0"
